,name,ms-5-best dual,ms-5-best primal,ms-5-dual iter,ms-5-primal iter,ms-5-iter,prep-5-best dual,prep-5-best primal,prep-5-dual iter,prep-5-primal iter,prep-5-iter,ms-10-best dual,ms-10-best primal,ms-10-dual iter,ms-10-primal iter,ms-10-iter,prep-10-best dual,prep-10-best primal,prep-10-dual iter,prep-10-primal iter,prep-10-iter
138,Spd_RF2_120_169_2315.txt,6.416917,20,62667,11463,171079,10.0,19,-1,76,90393,6.427153,20,237645,11463,345111,10.0,19,-1,76,180958
139,Spd_RF2_120_169_2323.txt,7.168863,21,68401,179,170856,13.0,17,-1,110,94438,7.181116,21,304773,179,339235,13.0,17,-1,110,188724
140,Spd_RF2_120_185_2331.txt,4.757743,13,16988,6799,165201,3.661522,15,67491,45916,88866,4.764652,13,330408,6799,331992,3.676673,15,155766,45916,177633
141,Spd_RF2_120_185_2339.txt,5.038737,18,92007,1053,167223,7.0,15,-1,196,87636,5.060085,18,303877,1053,335109,7.0,15,-1,196,174269
142,Spd_RF2_120_185_2347.txt,4.749431,15,157825,17596,161010,7.0,13,-1,294,87238,4.749431,15,157825,17596,322531,7.0,13,-1,294,174303
143,Spd_RF2_120_185_2355.txt,4.232364,13,29331,5068,161234,5.0,13,-1,8224,88647,4.239993,12,293278,286147,327662,5.0,12,-1,117792,176828
144,Spd_RF2_120_185_2363.txt,4.771638,17,74420,29835,161680,9.0,13,-1,139,88573,4.7807,17,266998,29835,323837,9.0,13,-1,139,175119
145,Spd_RF2_120_202_2371.txt,2.934783,8,120480,99617,155991,2.0,10,-1,6012,85015,2.940852,8,232546,99617,312684,2.0,10,-1,6012,172164
146,Spd_RF2_120_202_2379.txt,4.644354,17,136338,9678,155246,5.0,14,-1,10750,84929,4.644354,17,136338,9678,311042,5.0,14,-1,10750,170542
147,Spd_RF2_120_202_2387.txt,3.083816,12,154109,2871,155810,6.0,9,-1,354,86247,3.083816,12,154109,2871,313018,6.0,9,-1,354,170161
148,Spd_RF2_120_202_2395.txt,3.115633,11,150419,34238,155515,3.185428,9,65457,25447,85585,3.118603,11,216758,34238,311414,3.193308,9,169227,25447,171043
